index,id,title,description,channelTitle,tags,categoryId,duration,viewCount,likeCount,dislikeCount,commentCount,documents,Doc,Topic,Probability
3016,AAGPNsFMOYE,Hatha Yoga with David Procyshyn: Sciatica Relief,"DoYogaWithMe.com | If you are experiencing sciatic pain, this class will be both tough and effective. David has personal experience with sciatica and he understands how to provide effective relief for chronic sciatic nerve pain. This class repeats the best (and most uncomfortable!) yoga poses and stretches for sciatic pain, helping you release the key muscles that are responsible for the tightness and pain in the area around the sciatic nerve.",DoYogaWithMe,"yoga, sciatica, sciatic, pain, relief, relieve, nerve, gentle, beginner, release, hatha, full, class, stretch, stretches, stretching, open, opening, rehab, chronic, muscles, muscle, excercise, adriene, adrienne, routine, sequence, pelvis, leg, hip, buttocks, glutes, sacrum, core, physio, back pain, leg pain, nerve pain, hip pain, hips, inflammation, pinched",26,PT41M51S,104247.0,1574.0,26.0,148.0,"Hatha Yoga with David Procyshyn: Sciatica Relief DoYogaWithMe.com | If you are experiencing sciatic pain, this class will be both tough and effective. David has personal experience with sciatica and he understands how to provide effective relief for chronic sciatic nerve pain. This class repeats the best (and most uncomfortable!) yoga poses and stretches for sciatic pain, helping you release the key muscles that are responsible for the tightness and pain in the area around the sciatic nerve. yoga, sciatica, sciatic, pain, relief, relieve, nerve, gentle, beginner, release, hatha, full, class, stretch, stretches, stretching, open, opening, rehab, chronic, muscles, muscle, excercise, adriene, adrienne, routine, sequence, pelvis, leg, hip, buttocks, glutes, sacrum, core, physio, back pain, leg pain, nerve pain, hip pain, hips, inflammation, pinched",10,9,0.8227903246879578
10338,0qPkv_mdUXU,Crystal Singing Bowl Sound Bath / Root & Heart Chakra,*FOR BETTER VIEWING PLEASE SET QUALITY TO 1080p*,carissa 1111,<no tags>,22,PT4M1S,114.0,6.0,0.0,2.0,Crystal Singing Bowl Sound Bath / Root & Heart Chakra *FOR BETTER VIEWING PLEASE SET QUALITY TO 1080p* <no tags>,11,5,0.7654101252555847
3461,evemLVa18Y8,Padangushtasana and Padahastasana | Ashtanga Yoga | Asana School,http://www.yogagoa.com,Purple Valley Ashtanga Yoga,"Ashtanga Vinyasa Yoga, Ashtanga Yoga, Ashtanga Yoga Mysore, Yoga Retreats India, Yoga Teacher Training India, Yoga Teacher Certification India, Ashtanga Yoga Retreats Goa, Pattabhi Jois, Pattabhi Jois Demonstration, Pattabhi Jois Interviews, Kino MacGregor, Kino Yoga, Kino Yoga Advanced Series, Ashtanga Yoga demonstration, Ashtanga advanced demonstration, Yoga, Sharath Jois, Sharath Jois Mysore",27,PT11M7S,9628.0,180.0,1.0,7.0,"Padangushtasana and Padahastasana | Ashtanga Yoga | Asana School http://www.yogagoa.com Ashtanga Vinyasa Yoga, Ashtanga Yoga, Ashtanga Yoga Mysore, Yoga Retreats India, Yoga Teacher Training India, Yoga Teacher Certification India, Ashtanga Yoga Retreats Goa, Pattabhi Jois, Pattabhi Jois Demonstration, Pattabhi Jois Interviews, Kino MacGregor, Kino Yoga, Kino Yoga Advanced Series, Ashtanga Yoga demonstration, Ashtanga advanced demonstration, Yoga, Sharath Jois, Sharath Jois Mysore",12,4,0.8480427265167236
10282,IgjbPQDkf4M,Virtual Soundbath  April 12th 2020,A first virtual sound bath during the coronavirus lockdown! Stay tuned for more...,Jahnavi Harrison,"healing, soundbath, meditation, wellness, relaxation, sacred, uplifting, yoga, peace, love",10,PT1H7M57S,6552.0,375.0,3.0,37.0,"Virtual Soundbath  April 12th 2020 A first virtual sound bath during the coronavirus lockdown! Stay tuned for more... healing, soundbath, meditation, wellness, relaxation, sacred, uplifting, yoga, peace, love",13,0,0.8671357035636902
3578,u0W-lx0Kk38,Ashtanga Hrudaya Sutrasthana 12th Chapter Shloka Recitation,Read full description of the 12th chapter here - http://easyayurveda.com/2013/04/16/dosha-types-increase-and-decrease/,Janardhana V Hebbar,<no tags>,27,PT16M17S,34527.0,269.0,10.0,18.0,Ashtanga Hrudaya Sutrasthana 12th Chapter Shloka Recitation Read full description of the 12th chapter here - http://easyayurveda.com/2013/04/16/dosha-types-increase-and-decrease/ <no tags>,14,0,0.9113292098045349
13426,-FcmFWbxWis,Yoga for the Rest of Us with Peggy Cappy: Heart Healthy Yoga with Peggy Cappy,"Peggy Cappy, creator of the Yoga for the Rest of Us series, now offers a heart healthy approach to yoga in her signature gentle style that every body can do. Two separate workouts, in this 100-minute program, are designed for total beginners and yoga experts alike. Make this your daily routine aimed at improving your heart health as well as your overall health.",YouTube Movies,<no tags>,30,PT1H40M35S,124.0,5.0,1.0,0.0,"Yoga for the Rest of Us with Peggy Cappy: Heart Healthy Yoga with Peggy Cappy Peggy Cappy, creator of the Yoga for the Rest of Us series, now offers a heart healthy approach to yoga in her signature gentle style that every body can do. Two separate workouts, in this 100-minute program, are designed for total beginners and yoga experts alike. Make this your daily routine aimed at improving your heart health as well as your overall health. <no tags>",15,6,0.9553266167640686
6504,AyaIRJuj0lA,CLASSICAL KUNDALINI with Akhanda Yoga #kundalini #yoga #classicalkundalini," Start your 15 DAY FREE TRIAL :https://akhandayogaonline.com
 Subscribe to Akhanda Yoga YouTube Channel Here:
https://www.youtube.com/user/akhandayoga?sub_confirmation=1",Akhanda Yoga,"Kundalini Yoga, akhanda yoga, yoga, meditation, free yoga, online yoga, kundalini, traditional yoga, holistic, authentic, spiritual, yoga master, vishva, yogrishi vishvketu, yoga in india, rishikesh, anand prakash, mantra, pranayama, asana, yoga for energy, kundalini yoga class, kundalini yoga for beginners, holistic yoga, chakra, kriya, yoga for spine, yoga for balance",27,PT1H24M18S,58946.0,648.0,23.0,42.0,"CLASSICAL KUNDALINI with Akhanda Yoga #kundalini #yoga #classicalkundalini  Start your 15 DAY FREE TRIAL :https://akhandayogaonline.com
 Subscribe to Akhanda Yoga YouTube Channel Here:
https://www.youtube.com/user/akhandayoga?sub_confirmation=1 Kundalini Yoga, akhanda yoga, yoga, meditation, free yoga, online yoga, kundalini, traditional yoga, holistic, authentic, spiritual, yoga master, vishva, yogrishi vishvketu, yoga in india, rishikesh, anand prakash, mantra, pranayama, asana, yoga for energy, kundalini yoga class, kundalini yoga for beginners, holistic yoga, chakra, kriya, yoga for spine, yoga for balance",16,1,0.5245136618614197
1956,YPkjdyj9u8g,Prenatal Vinyasa Flow - 35min,"This is a gorgeous flowing sequence that begins with a warm-up that includes breath work. We will move through a series of modified sun salutations with variations being offered along the way depending on your level and how you are feeling. We will shift to seated poses that will open the hips such as malasana (garland), and baddha konasana (butterfly). This is a practice that will get your whole body moving, connect you with your breathing, and gently strengthen and prepare your body for the rest of your pregnancy and birth.",yoginimelbourne,"yoga, vinyasayoga, yogaflow, pregnancy, exercise, health, wellbeing, prenatalyoga, prenatal, hips, flow, breath, meditation, 1sttrimester, 2ndtrimester, pregnancyexercise",26,PT36M24S,58297.0,621.0,17.0,34.0,"Prenatal Vinyasa Flow - 35min This is a gorgeous flowing sequence that begins with a warm-up that includes breath work. We will move through a series of modified sun salutations with variations being offered along the way depending on your level and how you are feeling. We will shift to seated poses that will open the hips such as malasana (garland), and baddha konasana (butterfly). This is a practice that will get your whole body moving, connect you with your breathing, and gently strengthen and prepare your body for the rest of your pregnancy and birth. yoga, vinyasayoga, yogaflow, pregnancy, exercise, health, wellbeing, prenatalyoga, prenatal, hips, flow, breath, meditation, 1sttrimester, 2ndtrimester, pregnancyexercise",17,3,0.8861073851585388
405,ftiEcdgcXZA,Bikram Yin Hot Yoga- More classes COMING SOON...,<no description>,Hella Hot Aurora,"Bikram Yoga, Hot Yoga, Yoga, Yin, Yin Yoga, Meditation, Stretching, Yoga blocks",17,PT1M,24026.0,47.0,4.0,1.0,"Bikram Yin Hot Yoga- More classes COMING SOON... <no description> Bikram Yoga, Hot Yoga, Yoga, Yin, Yin Yoga, Meditation, Stretching, Yoga blocks",18,0,0.8401690125465393
2939,ALTEs9id_P8,40 Minute Hatha Yoga Happiness: (For Energy) Day 3 - No More Clutter | Fightmaster Yoga Videos,"40 Minute Hatha Yoga Happiness: (For Energy) Day 3 - No More Clutter focuses on getting rid of our clutter with an energizing flow. Everything is made of energy. If there's a lot of clutter in our living space, car, and/or work space, energy gets stuck. If we clear away the clutter, energy can flow easily all around us and we feel lighter and happier. SUBSCRIBE! http://bit.ly/1mzfCpl",Fightmaster Yoga,"40 minute yoga, hatha yoga, yoga for energy, energizing yoga, yoga, yoga videos, Fightmaster Yoga, hatha, hatha yoga happiness, clear clutter, lesley fightmaster, yoga fightmaster, yoga for happiness, yoga hatha, lesley fightmaster yoga, hatha joga, yoga workout, yoga for beginners, yoga class, day 3, 40 min yoga, 40 minute workout, 40 min workout, hatha flow, yoga asana, yoga for posture, free yoga class, yoga channel, yoga for, full body yoga stretch",26,PT37M36S,65923.0,2932.0,24.0,300.0,"40 Minute Hatha Yoga Happiness: (For Energy) Day 3 - No More Clutter | Fightmaster Yoga Videos 40 Minute Hatha Yoga Happiness: (For Energy) Day 3 - No More Clutter focuses on getting rid of our clutter with an energizing flow. Everything is made of energy. If there's a lot of clutter in our living space, car, and/or work space, energy gets stuck. If we clear away the clutter, energy can flow easily all around us and we feel lighter and happier. SUBSCRIBE! http://bit.ly/1mzfCpl 40 minute yoga, hatha yoga, yoga for energy, energizing yoga, yoga, yoga videos, Fightmaster Yoga, hatha, hatha yoga happiness, clear clutter, lesley fightmaster, yoga fightmaster, yoga for happiness, yoga hatha, lesley fightmaster yoga, hatha joga, yoga workout, yoga for beginners, yoga class, day 3, 40 min yoga, 40 minute workout, 40 min workout, hatha flow, yoga asana, yoga for posture, free yoga class, yoga channel, yoga for, full body yoga stretch",19,3,0.946855366230011
2141,OLmVBHN_Kdo,Vinyasa Flow Yoga For Strength (Lower Body) Day 5 Yoga Fix 90,"Vinyasa Flow Yoga For Strength is a 40 Minute class that focuses on strengthening the lower body: legs, hips, and buns and is Day 5 of Yoga Fix 90.  ",Fightmaster Yoga,"40 minute yoga, yoga, yoga for strength, yoga fix 90, yoga class, Leg workout, Firm Buns, Vinyasa flow Strength, YogaFix90, free yoga class, yoga workout, yoga for flexibility, vinyasa yoga, yoga stretches, lesley fightmaster, yoga videos, free yoga videos, Fightmaster Yoga, strength, strength training, yoga strength, hatha yoga, yoga channel, yoga for, full body yoga stretch, 40 min yoga, 40 minute workout, 40 min workout, lower body",26,PT41M6S,156689.0,5451.0,40.0,436.0,"Vinyasa Flow Yoga For Strength (Lower Body) Day 5 Yoga Fix 90 Vinyasa Flow Yoga For Strength is a 40 Minute class that focuses on strengthening the lower body: legs, hips, and buns and is Day 5 of Yoga Fix 90.   40 minute yoga, yoga, yoga for strength, yoga fix 90, yoga class, Leg workout, Firm Buns, Vinyasa flow Strength, YogaFix90, free yoga class, yoga workout, yoga for flexibility, vinyasa yoga, yoga stretches, lesley fightmaster, yoga videos, free yoga videos, Fightmaster Yoga, strength, strength training, yoga strength, hatha yoga, yoga channel, yoga for, full body yoga stretch, 40 min yoga, 40 minute workout, 40 min workout, lower body",20,3,0.9655117392539978
2661,ELtAjrS9VfA,Yoga a la Carta | Hatha Yoga 1: Inicio de la Clase,"  CONTENIDO EXCLUSIVO EN STUDIO ONLINE  http://bit.ly/studio-online-xly
 LIBRO YOGA PARA MI BIENESTAR  https://amzn.to/3aHyh0Y
 LIBRO MI DIARIO DE YOGA  https://amzn.to/34iCoPY
  SUSCRBETE A MI NEWSLETTER  http://bit.ly/newsletterXLY",Xuan Lan Yoga,"vinyasa yoga, hatha yoga, yoga a la carta, rutina de yoga, clases de yoga, yoga online, yoga en espaol, profesorado de yoga, instructorado de yoga, vida saludable, yoga posturas, introduccion al yoga, asanas yoga, posicionas de yoga, tipos de yoga, ejercicios de yoga, yoga ejercicios, yoga tipos, practica de yoga, secuencia de yoga, habitos saludables, habitos para una vida saludable, yoga para principiantes, yoga principiantes",17,PT19M37S,133939.0,2733.0,44.0,55.0,"Yoga a la Carta | Hatha Yoga 1: Inicio de la Clase   CONTENIDO EXCLUSIVO EN STUDIO ONLINE  http://bit.ly/studio-online-xly
 LIBRO YOGA PARA MI BIENESTAR  https://amzn.to/3aHyh0Y
 LIBRO MI DIARIO DE YOGA  https://amzn.to/34iCoPY
  SUSCRBETE A MI NEWSLETTER  http://bit.ly/newsletterXLY vinyasa yoga, hatha yoga, yoga a la carta, rutina de yoga, clases de yoga, yoga online, yoga en espaol, profesorado de yoga, instructorado de yoga, vida saludable, yoga posturas, introduccion al yoga, asanas yoga, posicionas de yoga, tipos de yoga, ejercicios de yoga, yoga ejercicios, yoga tipos, practica de yoga, secuencia de yoga, habitos saludables, habitos para una vida saludable, yoga para principiantes, yoga principiantes",21,2,0.7810153365135193
13750,X1ggb5AQ2Gg,Restorative Yin Flow,<no description>,Molly W. Schenck Class Channel,<no tags>,22,PT38M9S,2.0,0.0,0.0,0.0,Restorative Yin Flow <no description> <no tags>,22,0,0.800140380859375
4395,9VzC4ANjXpM,Can You Practice Yoga During PERIOD? | Ashtanga Yoga And Your Menstrual Cycle,"Why no yoga during period? What is the ""Ladies Holiday"" in the Ashtanga tradition all about? And why Ayurveda says ""no yoga"" or ""no inversions"" during our periods.
#yogaandperiod #ashtanga #ayurveda #menstrualcycle",Anniina Vivian,"why no yoga during period, can i practice yoga during period, yoga for period, yoga for pms, ashtanga yoga and your menstrual cycle, cycle syncing yoga, menstrual phase, apana vayu, yoga for period pain, ashtanga yoga, ashtanga, yoga poses during period, yoga for women, feminine yoga, feminine yoga flow, cycle syncing menstrual phase, no inversions during period, yoga for period cramps, ayurveda, ayurveda and yoga, yoga for menstruation, yoga for menstrual cycle",22,PT4M1S,2935.0,181.0,4.0,30.0,"Can You Practice Yoga During PERIOD? | Ashtanga Yoga And Your Menstrual Cycle Why no yoga during period? What is the ""Ladies Holiday"" in the Ashtanga tradition all about? And why Ayurveda says ""no yoga"" or ""no inversions"" during our periods.
#yogaandperiod #ashtanga #ayurveda #menstrualcycle why no yoga during period, can i practice yoga during period, yoga for period, yoga for pms, ashtanga yoga and your menstrual cycle, cycle syncing yoga, menstrual phase, apana vayu, yoga for period pain, ashtanga yoga, ashtanga, yoga poses during period, yoga for women, feminine yoga, feminine yoga flow, cycle syncing menstrual phase, no inversions during period, yoga for period cramps, ayurveda, ayurveda and yoga, yoga for menstruation, yoga for menstrual cycle",23,0,0.8985245823860168
5313,MSveAd4_UcA,YIN-YOGA,<no description>,Tom van der Kolk,#YINYOGA,17,PT57M1S,85.0,1.0,0.0,0.0,YIN-YOGA <no description> #YINYOGA,24,0,0.6017377376556396
13060,UDsKiuRRjMU,Daily Pranayama Breathing | Ritual of Self Care | NOW in Partnership with Yoga Journal,"Pranayama is the formal practice of controlling the breath, which is the source of our prana, or vital life force. Learn the basics of this breathing technique and how NOW Solutions helps you set the space and Clear the Air with a purifying blend of Peppermint, Eucalyptus, Hyssop and Rosemary essential oils. Essential oils and aromatherapy have been used for thousands of years to promote harmony of the body, mind and spirit, which is why they go so well with yoga and meditation. Get NOW yoga diffusion recipes here: https://www.nowfoods.com/node/40138/.",NOW Foods,"Prana, pranayama, pranayama breathing, yoga breathing, Meditation, meditation recipes, aromatherapy, essential oil diffuser recipes, Clear the Air, Peppermint oil, Eucalyptus oil, Hyssop oil, Rosemary oil, meditation oils, purifying blend, Essential Oil recipes, yoga diffusion, yoga essential oil recipe, yoga oils, yoga journal, NOW Foods, NOW Solutions, NOW Essential Oils",26,PT1M1S,67978.0,9.0,3.0,0.0,"Daily Pranayama Breathing | Ritual of Self Care | NOW in Partnership with Yoga Journal Pranayama is the formal practice of controlling the breath, which is the source of our prana, or vital life force. Learn the basics of this breathing technique and how NOW Solutions helps you set the space and Clear the Air with a purifying blend of Peppermint, Eucalyptus, Hyssop and Rosemary essential oils. Essential oils and aromatherapy have been used for thousands of years to promote harmony of the body, mind and spirit, which is why they go so well with yoga and meditation. Get NOW yoga diffusion recipes here: https://www.nowfoods.com/node/40138/. Prana, pranayama, pranayama breathing, yoga breathing, Meditation, meditation recipes, aromatherapy, essential oil diffuser recipes, Clear the Air, Peppermint oil, Eucalyptus oil, Hyssop oil, Rosemary oil, meditation oils, purifying blend, Essential Oil recipes, yoga diffusion, yoga essential oil recipe, yoga oils, yoga journal, NOW Foods, NOW Solutions, NOW Essential Oils",25,4,0.975982129573822
12213,COTJ8G862jc,Klaus John   Trailer Holotropic Breathwork   English,http://bit.ly/HolotropicBreathworkEbook,Shiva Spiritsnake,"Klaus John, Holotropic Breathwork, Transpersonal Psychology, Transformation, Stanislav Grof, Trailer, Healing, Workshop",1,PT4M18S,98588.0,485.0,56.0,122.0,"Klaus John   Trailer Holotropic Breathwork   English http://bit.ly/HolotropicBreathworkEbook Klaus John, Holotropic Breathwork, Transpersonal Psychology, Transformation, Stanislav Grof, Trailer, Healing, Workshop",26,0,0.2034977525472641
1091,koFaCdxODiI,Level 2 - Samadhi Sequence - Hatha Vinyasa Yoga Class,Filmed at Samadhi in the Sacred Valley. Stay tuned for retreats at this stunning destination! ,Becoming Balance,"yoga, hatha, vinyasa, exercise, flow, fitness, flexibility, stretch",1,PT57M12S,79151.0,1680.0,38.0,92.0,"Level 2 - Samadhi Sequence - Hatha Vinyasa Yoga Class Filmed at Samadhi in the Sacred Valley. Stay tuned for retreats at this stunning destination!  yoga, hatha, vinyasa, exercise, flow, fitness, flexibility, stretch",27,1,0.47916752099990845
